"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Census Region"	"Census Region Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"60 years"	"60"	"2011"	"2011"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	53	11656	454.7
	"60 years"	"60"	"2011"	"2011"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2603	397541	654.8
	"60 years"	"60"	"2011"	"2011"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	309	62382	495.3
	"60 years"	"60"	"2011"	"2011"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4671	617346	756.6
	"60 years"	"60"	"2011"	"2011"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	286	63966	447.1
	"60 years"	"60"	"2011"	"2011"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1931	303172	636.9
	"60 years"	"60"	"2011"	"2011"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	193	22269	866.7
	"60 years"	"60"	"2011"	"2011"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2898	286773	1010.6
	"60 years"	"60"	"2011"	"2011"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	74	12083	612.4
	"60 years"	"60"	"2011"	"2011"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	4220	378193	1115.8
	"60 years"	"60"	"2011"	"2011"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	522	56744	919.9
	"60 years"	"60"	"2011"	"2011"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	7625	560499	1360.4
	"60 years"	"60"	"2011"	"2011"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	520	59584	872.7
	"60 years"	"60"	"2011"	"2011"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	3078	292206	1053.4
	"60 years"	"60"	"2012"	"2012"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	115	26983	426.2
	"60 years"	"60"	"2012"	"2012"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1865	313510	594.9
	"60 years"	"60"	"2012"	"2012"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	45	11918	377.6
	"60 years"	"60"	"2012"	"2012"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2794	407938	684.9
	"60 years"	"60"	"2012"	"2012"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	295	63775	462.6
	"60 years"	"60"	"2012"	"2012"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4977	628006	792.5
	"60 years"	"60"	"2012"	"2012"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	328	66539	492.9
	"60 years"	"60"	"2012"	"2012"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1962	307479	638.1
	"60 years"	"60"	"2012"	"2012"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	213	23046	924.2
	"60 years"	"60"	"2012"	"2012"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	3007	293314	1025.2
	"60 years"	"60"	"2012"	"2012"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	117	12557	931.8
	"60 years"	"60"	"2012"	"2012"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	4356	390368	1115.9
	"60 years"	"60"	"2012"	"2012"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	478	57943	824.9
	"60 years"	"60"	"2012"	"2012"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	7836	570045	1374.6
	"60 years"	"60"	"2012"	"2012"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	575	61345	937.3
	"60 years"	"60"	"2012"	"2012"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	3184	296492	1073.9
	"60 years"	"60"	"2013"	"2013"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	126	28657	439.7
	"60 years"	"60"	"2013"	"2013"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1973	322343	612.1
	"60 years"	"60"	"2013"	"2013"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	45	12872	349.6
	"60 years"	"60"	"2013"	"2013"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2853	415950	685.9
	"60 years"	"60"	"2013"	"2013"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	307	68390	448.9
	"60 years"	"60"	"2013"	"2013"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5139	644814	797.0
	"60 years"	"60"	"2013"	"2013"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	368	71428	515.2
	"60 years"	"60"	"2013"	"2013"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2016	318629	632.7
	"60 years"	"60"	"2013"	"2013"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	222	24222	916.5
	"60 years"	"60"	"2013"	"2013"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	3104	300648	1032.4
	"60 years"	"60"	"2013"	"2013"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	104	13428	774.5
	"60 years"	"60"	"2013"	"2013"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	4453	395864	1124.9
	"60 years"	"60"	"2013"	"2013"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	556	62668	887.2
	"60 years"	"60"	"2013"	"2013"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	8146	584242	1394.3
	"60 years"	"60"	"2013"	"2013"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	609	65680	927.2
	"60 years"	"60"	"2013"	"2013"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	3239	305236	1061.1
	"61 years"	"61"	"1999"	"1999"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	82	14558	563.3
	"61 years"	"61"	"1999"	"1999"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1796	205252	875.0
	"61 years"	"61"	"1999"	"1999"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	29	4894	592.6
	"61 years"	"61"	"1999"	"1999"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2361	254042	929.4
	"61 years"	"61"	"1999"	"1999"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	182	28268	643.8
	"61 years"	"61"	"1999"	"1999"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	3711	380385	975.6
	"61 years"	"61"	"1999"	"1999"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	191	29223	653.6
	"61 years"	"61"	"1999"	"1999"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1553	175279	886.0
	"61 years"	"61"	"1999"	"1999"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	159	12207	1302.5
	"61 years"	"61"	"1999"	"1999"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2459	184466	1333.0
	"61 years"	"61"	"1999"	"1999"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	54	4517	1195.5
	"61 years"	"61"	"1999"	"1999"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3227	234548	1375.8
	"61 years"	"61"	"1999"	"1999"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	267	24264	1100.4
	"61 years"	"61"	"1999"	"1999"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5738	344474	1665.7
	"61 years"	"61"	"1999"	"1999"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	298	26017	1145.4
	"61 years"	"61"	"1999"	"1999"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2247	168270	1335.4
	"61 years"	"61"	"2000"	"2000"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	110	15158	725.7
	"61 years"	"61"	"2000"	"2000"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1933	207083	933.4
	"61 years"	"61"	"2000"	"2000"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	30	5121	585.8
	"61 years"	"61"	"2000"	"2000"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2271	256750	884.5
	"61 years"	"61"	"2000"	"2000"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	209	29484	708.9
	"61 years"	"61"	"2000"	"2000"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	3807	387312	982.9
	"61 years"	"61"	"2000"	"2000"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	212	30779	688.8
	"61 years"	"61"	"2000"	"2000"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1602	179617	891.9
	"61 years"	"61"	"2000"	"2000"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	155	12781	1212.7
	"61 years"	"61"	"2000"	"2000"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2491	186096	1338.6
	"61 years"	"61"	"2000"	"2000"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	45	4946	909.8
	"61 years"	"61"	"2000"	"2000"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3226	236815	1362.2
	"61 years"	"61"	"2000"	"2000"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	281	25251	1112.8
	"61 years"	"61"	"2000"	"2000"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5492	351711	1561.5
	"61 years"	"61"	"2000"	"2000"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	288	27314	1054.4
	"61 years"	"61"	"2000"	"2000"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2240	172514	1298.4
	"61 years"	"61"	"2001"	"2001"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	95	16525	574.9
	"61 years"	"61"	"2001"	"2001"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1807	214508	842.4
	"61 years"	"61"	"2001"	"2001"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	30	5692	527.1
	"61 years"	"61"	"2001"	"2001"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2295	260621	880.6
	"61 years"	"61"	"2001"	"2001"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	208	32310	643.8
	"61 years"	"61"	"2001"	"2001"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	3808	405702	938.6
	"61 years"	"61"	"2001"	"2001"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	222	33766	657.5
	"61 years"	"61"	"2001"	"2001"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1572	189350	830.2
	"61 years"	"61"	"2001"	"2001"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	152	13765	1104.2
	"61 years"	"61"	"2001"	"2001"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2389	191074	1250.3
	"61 years"	"61"	"2001"	"2001"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	52	5584	931.2
	"61 years"	"61"	"2001"	"2001"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3272	240079	1362.9
	"61 years"	"61"	"2001"	"2001"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	307	28121	1091.7
	"61 years"	"61"	"2001"	"2001"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5739	369549	1553.0
	"61 years"	"61"	"2001"	"2001"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	330	29769	1108.5
	"61 years"	"61"	"2001"	"2001"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2203	182249	1208.8
	"61 years"	"61"	"2002"	"2002"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	98	15980	613.3
	"61 years"	"61"	"2002"	"2002"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1747	216425	807.2
	"61 years"	"61"	"2002"	"2002"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	37	5800	637.9
	"61 years"	"61"	"2002"	"2002"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2312	267738	863.5
	"61 years"	"61"	"2002"	"2002"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	197	32766	601.2
	"61 years"	"61"	"2002"	"2002"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	3963	416223	952.1
	"61 years"	"61"	"2002"	"2002"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	235	34012	690.9
	"61 years"	"61"	"2002"	"2002"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1618	193109	837.9
	"61 years"	"61"	"2002"	"2002"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	166	13395	1239.3
	"61 years"	"61"	"2002"	"2002"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2456	193465	1269.5
	"61 years"	"61"	"2002"	"2002"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	66	5797	1138.5
	"61 years"	"61"	"2002"	"2002"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3406	246076	1384.1
	"61 years"	"61"	"2002"	"2002"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	360	28536	1261.6
	"61 years"	"61"	"2002"	"2002"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	5818	377686	1540.4
	"61 years"	"61"	"2002"	"2002"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	333	30212	1102.2
	"61 years"	"61"	"2002"	"2002"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2260	186199	1213.8
	"61 years"	"61"	"2003"	"2003"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	110	16673	659.7
	"61 years"	"61"	"2003"	"2003"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1957	233069	839.7
	"61 years"	"61"	"2003"	"2003"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	25	6091	410.4
	"61 years"	"61"	"2003"	"2003"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2424	286331	846.6
	"61 years"	"61"	"2003"	"2003"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	187	34624	540.1
	"61 years"	"61"	"2003"	"2003"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4240	440805	961.9
	"61 years"	"61"	"2003"	"2003"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	222	36357	610.6
	"61 years"	"61"	"2003"	"2003"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1642	208039	789.3
	"61 years"	"61"	"2003"	"2003"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	161	13797	1166.9
	"61 years"	"61"	"2003"	"2003"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2735	208778	1310.0
	"61 years"	"61"	"2003"	"2003"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	63	5974	1054.6
	"61 years"	"61"	"2003"	"2003"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3510	266696	1316.1
	"61 years"	"61"	"2003"	"2003"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	314	29983	1047.3
	"61 years"	"61"	"2003"	"2003"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	6212	402067	1545.0
	"61 years"	"61"	"2003"	"2003"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	377	31776	1186.4
	"61 years"	"61"	"2003"	"2003"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2561	199505	1283.7
	"61 years"	"61"	"2004"	"2004"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	86	18623	461.8
	"61 years"	"61"	"2004"	"2004"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2070	268145	772.0
	"61 years"	"61"	"2004"	"2004"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	42	6872	611.2
	"61 years"	"61"	"2004"	"2004"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2600	318632	816.0
	"61 years"	"61"	"2004"	"2004"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	209	37727	554.0
	"61 years"	"61"	"2004"	"2004"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4548	491832	924.7
	"61 years"	"61"	"2004"	"2004"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	256	39557	647.2
	"61 years"	"61"	"2004"	"2004"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1899	237137	800.8
	"61 years"	"61"	"2004"	"2004"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	136	15129	898.9
	"61 years"	"61"	"2004"	"2004"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2921	242752	1203.3
	"61 years"	"61"	"2004"	"2004"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	60	6563	914.2
	"61 years"	"61"	"2004"	"2004"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3725	297049	1254.0
	"61 years"	"61"	"2004"	"2004"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	360	32657	1102.4
	"61 years"	"61"	"2004"	"2004"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	6694	452078	1480.7
	"61 years"	"61"	"2004"	"2004"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	342	34503	991.2
	"61 years"	"61"	"2004"	"2004"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2747	228217	1203.7
	"61 years"	"61"	"2005"	"2005"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	112	18295	612.2
	"61 years"	"61"	"2005"	"2005"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1954	244585	798.9
	"61 years"	"61"	"2005"	"2005"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	36	7163	502.6
	"61 years"	"61"	"2005"	"2005"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2434	297672	817.7
	"61 years"	"61"	"2005"	"2005"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	210	40835	514.3
	"61 years"	"61"	"2005"	"2005"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4387	479641	914.6
	"61 years"	"61"	"2005"	"2005"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	220	41700	527.6
	"61 years"	"61"	"2005"	"2005"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1753	229034	765.4
	"61 years"	"61"	"2005"	"2005"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	156	15082	1034.3
	"61 years"	"61"	"2005"	"2005"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2563	221844	1155.3
	"61 years"	"61"	"2005"	"2005"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	67	6975	960.6
	"61 years"	"61"	"2005"	"2005"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3518	277857	1266.1
	"61 years"	"61"	"2005"	"2005"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	394	34933	1127.9
	"61 years"	"61"	"2005"	"2005"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	6440	441754	1457.8
	"61 years"	"61"	"2005"	"2005"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	408	36500	1117.8
	"61 years"	"61"	"2005"	"2005"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	2634	221357	1189.9
	"61 years"	"61"	"2006"	"2006"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	106	19588	541.1
	"61 years"	"61"	"2006"	"2006"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1791	241858	740.5
	"61 years"	"61"	"2006"	"2006"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	37	7761	476.7
	"61 years"	"61"	"2006"	"2006"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2287	292403	782.1
	"61 years"	"61"	"2006"	"2006"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	237	42920	552.2
	"61 years"	"61"	"2006"	"2006"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4293	482854	889.1
	"61 years"	"61"	"2006"	"2006"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	277	44272	625.7
	"61 years"	"61"	"2006"	"2006"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1713	234571	730.3
	"61 years"	"61"	"2006"	"2006"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	149	16329	912.5
	"61 years"	"61"	"2006"	"2006"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	2560	220180	1162.7
	"61 years"	"61"	"2006"	"2006"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	58	7827	741.0
	"61 years"	"61"	"2006"	"2006"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	3307	276025	1198.1
